miRNA	target	score
hsa-let-7c-5p	PLD3	1
hsa-let-7c-5p	TGFBR1	1
hsa-let-7c-5p	GRPEL2	1
hsa-let-7c-5p	LIMD2	1
hsa-let-7c-5p	EDEM3	1
hsa-let-7c-5p	TMED4	1
hsa-let-7c-5p	MTUS1	1
hsa-let-7c-5p	MSI2	1
hsa-let-7c-5p	RBFOX2	1
hsa-let-7c-5p	SOCS1	1
hsa-let-7c-5p	CCND1	1
hsa-let-7c-5p	SMC1A	1
hsa-let-7c-5p	PBX3	1
hsa-let-7c-5p	PLCG2	1
hsa-let-7c-5p	ONECUT2	1
hsa-let-7c-5p	TSC22D2	1
hsa-let-7c-5p	IL10	1
hsa-let-7c-5p	POLR2D	1
hsa-let-7c-5p	CASP3	1
hsa-let-7c-5p	ABHD17C	1
hsa-let-7c-5p	GOLGA4	1
hsa-let-7c-5p	BZW1	1
hsa-let-7c-5p	MLLT10	1
hsa-let-7c-5p	SURF4	1
hsa-let-7c-5p	FIGN	1
hsa-let-7c-5p	KCTD21	1
hsa-let-7c-5p	ECHDC1	1
hsa-let-7c-5p	OLFM4	1
hsa-let-7c-5p	ITGB3	1
hsa-let-7c-5p	IGDCC4	1
hsa-let-7c-5p	PPP2R2A	1
hsa-let-7c-5p	NHLRC3	1
hsa-let-7c-5p	PRSS22	1
hsa-let-7c-5p	LRIG3	1
hsa-let-7c-5p	ZBTB5	1
hsa-let-7c-5p	GNG5	1
hsa-let-7c-5p	ZBTB8OS	1
hsa-let-7c-5p	TRIM71	1
hsa-let-7c-5p	PDP2	1
hsa-let-7c-5p	ZNF200	1
hsa-let-7c-5p	FNDC3A	1
hsa-let-7c-5p	KIAA0930	1
hsa-let-7c-5p	ABT1	1
hsa-let-7c-5p	ARMC8	1
hsa-let-7c-5p	RAB40C	1
hsa-let-7c-5p	TXLNA	1
hsa-let-7c-5p	HMGA1	1
hsa-let-7c-5p	SYT1	1
hsa-let-7c-5p	NSD1	1
hsa-let-7c-5p	SMCR8	1
hsa-let-7c-5p	KREMEN1	1
hsa-let-7c-5p	ANKRD46	1
hsa-let-7c-5p	CDC25A	1
hsa-let-7c-5p	MARS2	1
hsa-let-7c-5p	SOCS7	1
hsa-let-7c-5p	CRK	1
hsa-let-7c-5p	PCGF3	1
hsa-let-7c-5p	BCL2L1	1
hsa-let-7c-5p	DICER1	1
hsa-let-7c-5p	RFX6	1
hsa-let-7c-5p	GGA3	1
hsa-let-7c-5p	CCNT2	1
hsa-let-7c-5p	PDGFB	1
hsa-let-7c-5p	SEMA4C	1
hsa-let-7c-5p	CALU	1
hsa-let-7c-5p	GPAT4	1
hsa-let-7c-5p	SMARCC1	1
hsa-let-7c-5p	POTEM	1
hsa-let-7c-5p	DVL3	1
hsa-let-7c-5p	NAT8L	1
hsa-let-7c-5p	IGF2BP1	1
hsa-let-7c-5p	SLC5A6	1
hsa-let-7c-5p	NAP1L1	1
hsa-let-7c-5p	ADIPOR2	1
hsa-let-7c-5p	HMGA2	1
hsa-let-7c-5p	SLC10A7	1
hsa-let-7c-5p	RRM2	1
hsa-let-7c-5p	OPA3	1
hsa-let-7c-5p	E2F6	1
hsa-let-7c-5p	ESPL1	1
hsa-let-7c-5p	PLXND1	1
hsa-let-7c-5p	PEG10	1
hsa-let-7c-5p	DUSP7	1
hsa-let-7c-5p	FAM104A	1
hsa-let-7c-5p	ZNF566	1
hsa-let-7c-5p	MXD1	1
hsa-let-7c-5p	EIF4G2	1
hsa-let-7c-5p	MBD2	1
hsa-let-7c-5p	SMARCAD1	1
hsa-let-7c-5p	IFNLR1	1
hsa-let-7c-5p	MAPK6	1
hsa-let-7c-5p	HAND1	1
hsa-let-7c-5p	PGRMC1	1
hsa-let-7c-5p	TRIB2	1
hsa-let-7c-5p	ZNF799	1
hsa-let-7c-5p	MEF2C	1
hsa-let-7c-5p	ZNF587	1
hsa-let-7c-5p	CBX5	1
hsa-let-7c-5p	KMT2D	1
hsa-let-7c-5p	MAP4K3	1
hsa-let-7c-5p	SLC20A1	1
hsa-let-7c-5p	ZNF644	1
hsa-let-7c-5p	ARID3B	1
hsa-let-7c-5p	TNFSF9	1
hsa-let-7c-5p	IL6	1
hsa-let-7c-5p	ERO1A	1
hsa-let-7c-5p	PDE12	1
hsa-let-7c-5p	ATP2A2	1
hsa-let-7c-5p	CD59	1
hsa-let-7c-5p	BACH1	1
hsa-let-7c-5p	BEND4	1
hsa-let-7c-5p	ZNF443	1
hsa-let-7c-5p	PLAGL2	1
hsa-let-7c-5p	EFHD2	1
hsa-let-7c-5p	CEP120	1
hsa-let-7c-5p	RAB11FIP4	1
hsa-let-7c-5p	SALL3	1
hsa-let-7c-5p	COIL	1
hsa-let-7c-5p	CDV3	1
hsa-let-7c-5p	PBX2	1
hsa-let-7c-5p	NEMP1	1
hsa-let-7c-5p	CEP135	1
hsa-let-7c-5p	ACTA1	1
hsa-let-7c-5p	MFSD8	1
hsa-let-7c-5p	PGM2L1	1
hsa-let-7c-5p	RDX	1
hsa-let-7d-5p	USP24	1
hsa-let-7d-5p	YOD1	1
hsa-let-7d-5p	C19orf47	1
hsa-let-7d-5p	GATM	1
hsa-let-7d-5p	DNA2	1
hsa-let-7d-5p	TXLNG	1
hsa-let-7d-5p	TGFBR3	1
hsa-let-7d-5p	NR6A1	1
hsa-let-7d-5p	ACER2	1
hsa-let-7d-5p	CLDN12	1
hsa-let-7d-5p	STRN	1
hsa-let-7d-5p	NAA30	1
hsa-let-7d-5p	POLR3D	1
hsa-let-7d-5p	TMED5	1
hsa-let-7d-5p	COL3A1	1
hsa-let-7d-5p	POLL	1
hsa-let-7d-5p	AP1S1	1
hsa-let-7d-5p	RNF44	1
hsa-let-7d-5p	LIN28B	1
hsa-let-7d-5p	USP38	1
hsa-let-7d-5p	FMO4	1
hsa-let-7d-5p	DHX57	1
hsa-let-7d-5p	DUSP1	1
hsa-let-7d-5p	AGO1	1
hsa-let-7d-5p	PEX11B	1
hsa-let-7d-5p	EDN1	1
hsa-let-7d-5p	KLHDC8B	1
hsa-let-7d-5p	IGF2BP3	1
hsa-let-7d-5p	STX3	1
hsa-let-7d-5p	CDKN1A	1
hsa-let-7d-5p	SLC16A9	1
hsa-let-7d-5p	ARID3A	1
hsa-let-7d-5p	THBS1	1
hsa-let-7d-5p	ATP6V1G1	1
hsa-let-7d-5p	PLEKHO1	1
hsa-let-7d-5p	CPA4	1
hsa-let-7d-5p	SDR42E1	1
hsa-let-7d-5p	IGF1R	1
hsa-let-7d-5p	MDM4	1
hsa-let-7d-5p	CRY2	1
hsa-let-7d-5p	GOLT1B	1
hsa-let-7d-5p	C5orf51	1
hsa-let-7d-5p	MIEF1	1
hsa-let-7d-5p	PPP1R15B	1
hsa-let-7d-5p	EPHA4	1
hsa-let-7d-5p	PLD3	1
hsa-let-7d-5p	ARRDC4	1
hsa-let-7d-5p	DLC1	1
hsa-let-7d-5p	TGFBR1	1
hsa-let-7d-5p	STK40	1
hsa-let-7d-5p	GRPEL2	1
hsa-let-7d-5p	LIMD2	1
hsa-let-7d-5p	EDEM3	1
hsa-let-7d-5p	MTUS1	1
hsa-let-7d-5p	LBR	1
hsa-let-7d-5p	MSI2	1
hsa-let-7d-5p	RBFOX2	1
hsa-let-7d-5p	SOCS1	1
hsa-let-7d-5p	CCND1	1
hsa-let-7d-5p	SPRYD4	1
hsa-let-7d-5p	SMC1A	1
hsa-let-7d-5p	PLCG2	1
hsa-let-7d-5p	ONECUT2	1
hsa-let-7d-5p	TSC22D2	1
hsa-let-7d-5p	POLR2D	1
hsa-let-7d-5p	ABHD17C	1
hsa-let-7d-5p	BZW1	1
hsa-let-7d-5p	SURF4	1
hsa-let-7d-5p	FIGN	1
hsa-let-7d-5p	KCTD21	1
hsa-let-7d-5p	IL13	1
hsa-let-7d-5p	ECHDC1	1
hsa-let-7d-5p	FAM135A	1
hsa-let-7d-5p	IGDCC4	1
hsa-let-7d-5p	SREK1IP1	1
hsa-let-7d-5p	PPP2R2A	1
hsa-let-7d-5p	NHLRC3	1
hsa-let-7d-5p	PRSS22	1
hsa-let-7d-5p	LRIG3	1
hsa-let-7d-5p	ZBTB5	1
hsa-let-7d-5p	GNG5	1
hsa-let-7d-5p	ZBTB8OS	1
hsa-let-7d-5p	TRIM71	1
hsa-let-7d-5p	PDP2	1
hsa-let-7d-5p	ZNF200	1
hsa-let-7d-5p	FNDC3A	1
hsa-let-7d-5p	KIAA0930	1
hsa-let-7d-5p	ABT1	1
hsa-let-7d-5p	RAB40C	1
hsa-let-7d-5p	TXLNA	1
hsa-let-7d-5p	HMGA1	1
hsa-let-7d-5p	SYT1	1
hsa-let-7d-5p	NSD1	1
hsa-let-7d-5p	SMCR8	1
hsa-let-7d-5p	KREMEN1	1
hsa-let-7d-5p	ANKRD46	1
hsa-let-7d-5p	CDC25A	1
hsa-let-7d-5p	MARS2	1
hsa-let-7d-5p	SOCS7	1
hsa-let-7d-5p	PCGF3	1
hsa-let-7d-5p	RFX5	1
hsa-let-7d-5p	DICER1	1
hsa-let-7d-5p	GGA3	1
hsa-let-7d-5p	ZBTB39	1
hsa-let-7d-5p	OPRM1	1
hsa-let-7d-5p	CCNT2	1
hsa-let-7d-5p	PDGFB	1
hsa-let-7d-5p	USP47	1
hsa-let-7d-5p	SEMA4C	1
hsa-let-7d-5p	CALU	1
hsa-let-7d-5p	GPAT4	1
hsa-let-7d-5p	POTEM	1
hsa-let-7d-5p	DVL3	1
hsa-let-7d-5p	NAT8L	1
hsa-let-7d-5p	IGF2BP1	1
hsa-let-7d-5p	SLC5A6	1
hsa-let-7d-5p	ZNF763	1
hsa-let-7d-5p	NAP1L1	1
hsa-let-7d-5p	ADIPOR2	1
hsa-let-7d-5p	HMGA2	1
hsa-let-7d-5p	BIN3	1
hsa-let-7d-5p	SLC10A7	1
hsa-let-7d-5p	RRM2	1
hsa-let-7d-5p	OPA3	1
hsa-let-7d-5p	E2F6	1
hsa-let-7d-5p	ESPL1	1
hsa-let-7d-5p	PLXND1	1
hsa-let-7d-5p	KATNAL1	1
hsa-let-7d-5p	PEG10	1
hsa-let-7d-5p	FAM104A	1
hsa-let-7d-5p	ZNF566	1
hsa-let-7d-5p	MXD1	1
hsa-let-7d-5p	EIF4G2	1
hsa-let-7d-5p	MBD2	1
hsa-let-7d-5p	SMARCAD1	1
hsa-let-7d-5p	IFNLR1	1
hsa-let-7d-5p	MAPK6	1
hsa-let-7d-5p	HAND1	1
hsa-let-7d-5p	PGRMC1	1
hsa-let-7d-5p	ZNF799	1
hsa-let-7d-5p	SENP5	1
hsa-let-7d-5p	ZNF587	1
hsa-let-7d-5p	CBX5	1
hsa-let-7d-5p	KMT2D	1
hsa-let-7d-5p	SLC20A1	1
hsa-let-7d-5p	ZNF644	1
hsa-let-7d-5p	ARID3B	1
hsa-let-7d-5p	TNFSF9	1
hsa-let-7d-5p	ERO1A	1
hsa-let-7d-5p	PDE12	1
hsa-let-7d-5p	CD59	1
hsa-let-7d-5p	BACH1	1
hsa-let-7d-5p	BEND4	1
hsa-let-7d-5p	ZNF443	1
hsa-let-7d-5p	PLAGL2	1
hsa-let-7d-5p	EFHD2	1
hsa-let-7d-5p	CEP120	1
hsa-let-7d-5p	SPATA2	1
hsa-let-7d-5p	RPUSD2	1
hsa-let-7d-5p	RAB11FIP4	1
hsa-let-7d-5p	SALL3	1
hsa-let-7d-5p	CARNMT1	1
hsa-let-7d-5p	COIL	1
hsa-let-7d-5p	CDV3	1
hsa-let-7d-5p	PBX2	1
hsa-let-7d-5p	NEMP1	1
hsa-let-7d-5p	CEP135	1
hsa-let-7d-5p	ACTA1	1
hsa-let-7d-5p	MFSD8	1
hsa-let-7d-5p	PGM2L1	1
hsa-let-7d-5p	ZNF280B	1
hsa-let-7d-5p	RDX	1
hsa-let-7e-3p	GTF3C4	1
hsa-let-7e-3p	PLEKHA1	1
hsa-let-7e-5p	YOD1	1
hsa-let-7e-5p	C19orf47	1
hsa-let-7e-5p	GATM	1
hsa-let-7e-5p	DNA2	1
hsa-let-7e-5p	TXLNG	1
hsa-let-7e-5p	TGFBR3	1
hsa-let-7e-5p	NR6A1	1
hsa-let-7e-5p	ACER2	1
hsa-let-7e-5p	CLDN12	1
hsa-let-7e-5p	STRN	1
hsa-let-7e-5p	GTF2I	1
hsa-let-7e-5p	NAA30	1
hsa-let-7e-5p	POLR3D	1
hsa-let-7e-5p	TMED5	1
hsa-let-7e-5p	POLL	1
hsa-let-7e-5p	AP1S1	1
hsa-let-7e-5p	RNF44	1
hsa-let-7e-5p	IRS2	1
hsa-let-7e-5p	USP38	1
hsa-let-7e-5p	FMO4	1
hsa-let-7e-5p	DHX57	1
hsa-let-7e-5p	DUSP1	1
hsa-let-7e-5p	CDKAL1	1
hsa-let-7e-5p	AGO1	1
hsa-let-7e-5p	PEX11B	1
hsa-let-7e-5p	NME4	1
hsa-let-7e-5p	EDN1	1
hsa-let-7e-5p	KLHDC8B	1
hsa-let-7e-5p	IGF2BP3	1
hsa-let-7e-5p	STX3	1
hsa-let-7e-5p	CDKN1A	1
hsa-let-7e-5p	SLC16A9	1
hsa-let-7e-5p	ARID3A	1
hsa-let-7e-5p	RANBP2	1
hsa-let-7e-5p	THBS1	1
hsa-let-7e-5p	ATP6V1G1	1
hsa-let-7e-5p	PLEKHO1	1
hsa-let-7e-5p	CPA4	1
hsa-let-7e-5p	SDR42E1	1
hsa-let-7e-5p	ZNF652	1
hsa-let-7e-5p	IGF1R	1
hsa-let-7e-5p	MDM4	1
hsa-let-7e-5p	UGGT1	1
hsa-let-7e-5p	CRY2	1
hsa-let-7e-5p	C5orf51	1
hsa-let-7e-5p	NUDT15	1
hsa-let-7e-5p	DYRK2	1
hsa-let-7e-5p	IKZF3	1
hsa-let-7e-5p	MIEF1	1
hsa-let-7e-5p	PPP1R15B	1
hsa-let-7e-5p	EPHA4	1
hsa-let-7e-5p	LIN28A	1
hsa-let-7e-5p	PLD3	1
hsa-let-7e-5p	GRPEL2	1
hsa-let-7e-5p	LIMD2	1
hsa-let-7e-5p	EDEM3	1
hsa-let-7e-5p	TMED4	1
hsa-let-7e-5p	MTUS1	1
hsa-let-7e-5p	MSI2	1
hsa-let-7e-5p	RBFOX2	1
hsa-let-7e-5p	SERF2	1
hsa-let-7e-5p	SOCS1	1
hsa-let-7e-5p	CCND1	1
hsa-let-7e-5p	SMC1A	1
hsa-let-7e-5p	LMLN	1
hsa-let-7e-5p	PLCG2	1
hsa-let-7e-5p	ONECUT2	1
hsa-let-7e-5p	TSC22D2	1
hsa-let-7e-5p	POLR2D	1
hsa-let-7e-5p	ABHD17C	1
hsa-let-7e-5p	GOLGA4	1
hsa-let-7e-5p	BZW1	1
hsa-let-7e-5p	MLLT10	1
hsa-let-7e-5p	SURF4	1
hsa-let-7e-5p	FIGN	1
hsa-let-7e-5p	KCTD21	1
hsa-let-7e-5p	ECHDC1	1
hsa-let-7e-5p	RUNX1T1	1
hsa-let-7e-5p	IGDCC4	1
hsa-let-7e-5p	PPP2R2A	1
hsa-let-7e-5p	SYT7	1
hsa-let-7e-5p	NHLRC3	1
hsa-let-7e-5p	PRSS22	1
hsa-let-7e-5p	LRIG3	1
hsa-let-7e-5p	ZBTB5	1
hsa-let-7e-5p	GNG5	1
hsa-let-7e-5p	ZBTB8OS	1
hsa-let-7e-5p	PACS2	1
hsa-let-7e-5p	RNMT	1
hsa-let-7e-5p	TRIM71	1
hsa-let-7e-5p	PDP2	1
hsa-let-7e-5p	ZNF200	1
hsa-let-7e-5p	MYCN	1
hsa-let-7e-5p	FNDC3A	1
hsa-let-7e-5p	KIAA0930	1
hsa-let-7e-5p	ABT1	1
hsa-let-7e-5p	RAB40C	1
hsa-let-7e-5p	TXLNA	1
hsa-let-7e-5p	HMGA1	1
hsa-let-7e-5p	SYT1	1
hsa-let-7e-5p	NSD1	1
hsa-let-7e-5p	SMCR8	1
hsa-let-7e-5p	KREMEN1	1
hsa-let-7e-5p	ANKRD46	1
hsa-let-7e-5p	MARS2	1
hsa-let-7e-5p	SUB1	1
hsa-let-7e-5p	SOCS7	1
hsa-let-7e-5p	CRK	1
hsa-let-7e-5p	PCGF3	1
hsa-let-7e-5p	SCD	1
hsa-let-7e-5p	GGA3	1
hsa-let-7e-5p	FASLG	1
hsa-let-7e-5p	CCNT2	1
hsa-let-7e-5p	PDGFB	1
hsa-let-7e-5p	SEMA4C	1
hsa-let-7e-5p	CALU	1
hsa-let-7e-5p	WDFY3	1
hsa-let-7e-5p	GPAT4	1
hsa-let-7e-5p	POTEM	1
hsa-let-7e-5p	DVL3	1
hsa-let-7e-5p	NAT8L	1
hsa-let-7e-5p	IGF2BP1	1
hsa-let-7e-5p	SLC5A6	1
hsa-let-7e-5p	NAP1L1	1
hsa-let-7e-5p	PAX3	1
hsa-let-7e-5p	ADIPOR2	1
hsa-let-7e-5p	HMGA2	1
hsa-let-7e-5p	SLC10A7	1
hsa-let-7e-5p	RRM2	1
hsa-let-7e-5p	OPA3	1
hsa-let-7e-5p	E2F6	1
hsa-let-7e-5p	ESPL1	1
hsa-let-7e-5p	PLXND1	1
hsa-let-7e-5p	KATNAL1	1
hsa-let-7e-5p	PEG10	1
hsa-let-7e-5p	FAM104A	1
hsa-let-7e-5p	ZNF566	1
hsa-let-7e-5p	MXD1	1
hsa-let-7e-5p	EIF4G2	1
hsa-let-7e-5p	MBD2	1
hsa-let-7e-5p	SMARCAD1	1
hsa-let-7e-5p	IFNLR1	1
hsa-let-7e-5p	AURKB	1
hsa-let-7e-5p	MAPK6	1
hsa-let-7e-5p	HAND1	1
hsa-let-7e-5p	PGRMC1	1
hsa-let-7e-5p	ZNF799	1
hsa-let-7e-5p	ZNF587	1
hsa-let-7e-5p	CBX5	1
hsa-let-7e-5p	KMT2D	1
hsa-let-7e-5p	SLC20A1	1
hsa-let-7e-5p	ZNF644	1
hsa-let-7e-5p	ARID3B	1
hsa-let-7e-5p	TNFSF9	1
hsa-let-7e-5p	HIF1AN	1
hsa-let-7e-5p	ERO1A	1
hsa-let-7e-5p	PDE12	1
hsa-let-7e-5p	CD59	1
hsa-let-7e-5p	BACH1	1
hsa-let-7e-5p	BEND4	1
hsa-let-7e-5p	ZNF443	1
hsa-let-7e-5p	PLAGL2	1
hsa-let-7e-5p	EFHD2	1
hsa-let-7e-5p	CEP120	1
hsa-let-7e-5p	RAB11FIP4	1
hsa-let-7e-5p	SALL3	1
hsa-let-7e-5p	COIL	1
hsa-let-7e-5p	CDV3	1
hsa-let-7e-5p	PBX2	1
hsa-let-7e-5p	NEMP1	1
hsa-let-7e-5p	CEP135	1
hsa-let-7e-5p	ACTA1	1
hsa-let-7e-5p	IGF1	1
hsa-let-7e-5p	MFSD8	1
hsa-let-7e-5p	PGM2L1	1
hsa-let-7e-5p	RDX	1
hsa-let-7f-1-3p	ITGA3	1
hsa-let-7f-1-3p	GPRIN3	1
hsa-let-7f-1-3p	ZNF652	1
hsa-let-7f-1-3p	ARID1B	1
hsa-let-7f-1-3p	RORA	1
hsa-let-7f-1-3p	TOR1AIP2	1
hsa-let-7f-1-3p	MYADM	1
hsa-let-7f-1-3p	HMGB2	1
hsa-let-7f-1-3p	LCOR	1
hsa-let-7f-1-3p	RPS16	1
hsa-let-7f-1-3p	SIPA1L2	1
hsa-let-7f-1-3p	BTG1	1
hsa-let-7f-1-3p	MSMO1	1
hsa-let-7f-1-3p	HBP1	1
hsa-let-7f-1-3p	DLX2	1
hsa-let-7f-1-3p	PAPOLG	1
hsa-let-7f-1-3p	HAT1	1
hsa-let-7f-1-3p	SEC24A	1
hsa-let-7f-1-3p	BRPF3	1
hsa-let-7f-1-3p	GSK3B	1
hsa-let-7f-1-3p	DUSP6	1
hsa-let-7f-1-3p	CSTF2	1
hsa-let-7f-1-3p	WNK1	1
hsa-let-7f-1-3p	GABRG1	1
hsa-let-7f-1-3p	ANAPC16	1
hsa-let-7f-1-3p	VEZF1	1
hsa-let-7f-1-3p	SHOC2	1
hsa-let-7f-1-3p	ZNF181	1
hsa-let-7f-1-3p	ACVR2B	1
hsa-let-7f-1-3p	KLF10	1
hsa-let-7f-1-3p	ZNF800	1
hsa-let-7f-1-3p	E2F8	1
hsa-let-7f-1-3p	RNF11	1
hsa-let-7f-1-3p	KLHL15	1
hsa-let-7f-1-3p	NRBF2	1
hsa-let-7f-1-3p	AASDHPPT	1
hsa-let-7f-1-3p	PURA	1
hsa-let-7f-1-3p	CREBZF	1
hsa-let-7f-1-3p	DSG2	1
hsa-let-7f-1-3p	RBM12B	1
hsa-let-7f-1-3p	ARAP2	1
hsa-let-7f-1-3p	CREBRF	1
hsa-let-7f-1-3p	CREB1	1
hsa-let-7f-1-3p	ZNF585A	1
hsa-let-7f-1-3p	ASB11	1
hsa-let-7f-1-3p	EIF4A2	1
hsa-let-7f-1-3p	MBNL1	1
hsa-let-7f-1-3p	SYF2	1
hsa-let-7f-1-3p	IRF2BP2	1
hsa-let-7f-1-3p	PPP1R10	1
hsa-let-7f-1-3p	USF3	1
hsa-let-7f-1-3p	ALG10B	1
hsa-let-7f-1-3p	MDM2	1
hsa-let-7f-1-3p	CNKSR2	1
hsa-let-7f-2-3p	USP1	1
hsa-let-7f-2-3p	SET	1
hsa-let-7f-2-3p	GSK3B	1
hsa-let-7f-2-3p	MAP2K4	1
hsa-let-7f-2-3p	DUSP6	1
hsa-let-7f-2-3p	RPS16	1
hsa-let-7f-2-3p	PCK1	1
hsa-let-7f-2-3p	RBM12B	1
hsa-let-7f-2-3p	BTG1	1
hsa-let-7f-2-3p	MTFR1	1
hsa-let-7f-2-3p	HSPE1-MOB4	1
hsa-let-7f-2-3p	ARAP2	1
hsa-let-7f-2-3p	GOLGA7	1
hsa-let-7f-2-3p	DCAF12L2	1
hsa-let-7f-2-3p	MOB4	1
hsa-let-7f-2-3p	DLX2	1
hsa-let-7f-2-3p	ZFX	1
hsa-let-7f-2-3p	ZNF585A	1
hsa-let-7f-2-3p	HOXA9	1
hsa-let-7f-2-3p	GABRG1	1
hsa-let-7f-2-3p	NR2F2	1
hsa-let-7f-2-3p	MBNL1	1
hsa-let-7f-2-3p	PHKA1	1
hsa-let-7f-2-3p	ARID1B	1
hsa-let-7f-2-3p	IRF2BP2	1
hsa-let-7f-2-3p	CDKN1B	1
hsa-let-7f-2-3p	RORA	1
hsa-let-7f-2-3p	FOXJ2	1
hsa-let-7f-2-3p	KIF13A	1
hsa-let-7f-2-3p	ATXN1L	1
hsa-let-7f-2-3p	ZNF608	1
hsa-let-7f-2-3p	HNRNPU	1
hsa-let-7f-2-3p	MYADM	1
hsa-let-7f-2-3p	TP53INP1	1
hsa-let-7f-2-3p	E2F8	1
hsa-let-7f-2-3p	SESN3	1
hsa-let-7f-2-3p	C1orf52	1
hsa-let-7f-2-3p	LCOR	1
hsa-let-7f-2-3p	NRBF2	1
hsa-let-7f-5p	YOD1	1
hsa-let-7f-5p	C19orf47	1
hsa-let-7f-5p	GATM	1
hsa-let-7f-5p	DNA2	1
hsa-let-7f-5p	TXLNG	1
hsa-let-7f-5p	TGFBR3	1
hsa-let-7f-5p	STAT2	1
hsa-let-7f-5p	NR6A1	1
hsa-let-7f-5p	ACER2	1
hsa-let-7f-5p	CLDN12	1
hsa-let-7f-5p	STRN	1
hsa-let-7f-5p	NAA30	1
hsa-let-7f-5p	POLR3D	1
hsa-let-7f-5p	TMED5	1
hsa-let-7f-5p	POLL	1
hsa-let-7f-5p	AP1S1	1
hsa-let-7f-5p	RNF44	1
hsa-let-7f-5p	USP38	1
hsa-let-7f-5p	FMO4	1
hsa-let-7f-5p	DUSP1	1
hsa-let-7f-5p	CDKAL1	1
hsa-let-7f-5p	AGO1	1
hsa-let-7f-5p	PEX11B	1
hsa-let-7f-5p	EDN1	1
hsa-let-7f-5p	KLHDC8B	1
hsa-let-7f-5p	IGF2BP3	1
hsa-let-7f-5p	STX3	1
hsa-let-7f-5p	CDKN1A	1
hsa-let-7f-5p	SLC16A9	1
hsa-let-7f-5p	ARID3A	1
hsa-let-7f-5p	ELF4	1
hsa-let-7f-5p	THBS1	1
hsa-let-7f-5p	ATP6V1G1	1
hsa-let-7f-5p	PLEKHO1	1
hsa-let-7f-5p	CPA4	1
hsa-let-7f-5p	SDR42E1	1
hsa-let-7f-5p	IGF1R	1
hsa-let-7f-5p	MDM4	1
hsa-let-7f-5p	GALC	1
hsa-let-7f-5p	CRY2	1
hsa-let-7f-5p	C5orf51	1
hsa-let-7f-5p	DYRK2	1
hsa-let-7f-5p	IKZF3	1
hsa-let-7f-5p	MIEF1	1
hsa-let-7f-5p	PPP1R15B	1
hsa-let-7f-5p	EPHA4	1
hsa-let-7f-5p	LIN28A	1
hsa-let-7f-5p	PLD3	1
hsa-let-7f-5p	TGFBR1	1
hsa-let-7f-5p	GRPEL2	1
hsa-let-7f-5p	LIMD2	1
hsa-let-7f-5p	EDEM3	1
hsa-let-7f-5p	TMED4	1
hsa-let-7f-5p	MTUS1	1
hsa-let-7f-5p	MSI2	1
hsa-let-7f-5p	RBFOX2	1
hsa-let-7f-5p	SOCS1	1
hsa-let-7f-5p	CCND1	1
hsa-let-7f-5p	SMC1A	1
hsa-let-7f-5p	PLCG2	1
hsa-let-7f-5p	ONECUT2	1
hsa-let-7f-5p	TSC22D2	1
hsa-let-7f-5p	POLR2D	1
hsa-let-7f-5p	ABHD17C	1
hsa-let-7f-5p	B4GAT1	1
hsa-let-7f-5p	GOLGA4	1
hsa-let-7f-5p	BZW1	1
hsa-let-7f-5p	FARP1	1
hsa-let-7f-5p	MLLT10	1
hsa-let-7f-5p	SURF4	1
hsa-let-7f-5p	FIGN	1
hsa-let-7f-5p	KCTD21	1
hsa-let-7f-5p	IL13	1
hsa-let-7f-5p	WASL	1
hsa-let-7f-5p	ECHDC1	1
hsa-let-7f-5p	IGDCC4	1
hsa-let-7f-5p	PPP2R2A	1
hsa-let-7f-5p	NHLRC3	1
hsa-let-7f-5p	PRSS22	1
hsa-let-7f-5p	LRIG3	1
hsa-let-7f-5p	ZBTB5	1
hsa-let-7f-5p	GNG5	1
hsa-let-7f-5p	ZBTB8OS	1
hsa-let-7f-5p	TRIM71	1
hsa-let-7f-5p	PDP2	1
hsa-let-7f-5p	ZNF200	1
hsa-let-7f-5p	FNDC3A	1
hsa-let-7f-5p	KIAA0930	1
hsa-let-7f-5p	ABT1	1
hsa-let-7f-5p	ARMC8	1
hsa-let-7f-5p	RAB40C	1
hsa-let-7f-5p	TXLNA	1
hsa-let-7f-5p	FZD4	1
hsa-let-7f-5p	HMGA1	1
hsa-let-7f-5p	SYT1	1
hsa-let-7f-5p	NSD1	1
hsa-let-7f-5p	SMCR8	1
hsa-let-7f-5p	KREMEN1	1
hsa-let-7f-5p	ANKRD46	1
hsa-let-7f-5p	MARS2	1
hsa-let-7f-5p	SOCS7	1
hsa-let-7f-5p	PCGF3	1
hsa-let-7f-5p	CCL7	1
hsa-let-7f-5p	GGA3	1
hsa-let-7f-5p	CCNT2	1
hsa-let-7f-5p	PDGFB	1
hsa-let-7f-5p	SEMA4C	1
hsa-let-7f-5p	CALU	1
hsa-let-7f-5p	GPAT4	1
hsa-let-7f-5p	SMARCC1	1
hsa-let-7f-5p	POTEM	1
hsa-let-7f-5p	DVL3	1
hsa-let-7f-5p	NAT8L	1
hsa-let-7f-5p	IGF2BP1	1
hsa-let-7f-5p	SLC5A6	1
hsa-let-7f-5p	NAP1L1	1
hsa-let-7f-5p	ACTR10	1
hsa-let-7f-5p	ADIPOR2	1
hsa-let-7f-5p	HMGA2	1
hsa-let-7f-5p	SLC10A7	1
hsa-let-7f-5p	TAB2	1
hsa-let-7f-5p	RRM2	1
hsa-let-7f-5p	OPA3	1
hsa-let-7f-5p	E2F6	1
