miRNA	target	score
hsa-miR-519b-3p	YES1	1
hsa-miR-519b-3p	NPAT	1
hsa-miR-519b-3p	RORC	1
hsa-miR-519b-3p	DNM2	1
hsa-miR-519b-3p	CEP57	1
hsa-miR-519b-3p	BNC1	1
hsa-miR-519b-3p	ANKRD29	1
hsa-miR-519b-3p	PPP3CA	1
hsa-miR-519b-3p	USP28	1
hsa-miR-519b-3p	NABP1	1
hsa-miR-519b-3p	C5	1
hsa-miR-519b-3p	CAPRIN2	1
hsa-miR-519b-3p	SESN3	1
hsa-miR-519b-3p	MAPRE3	1
hsa-miR-519b-3p	SEMA7A	1
hsa-miR-519b-3p	EIF5	1
hsa-miR-519b-3p	TESK2	1
hsa-miR-519b-3p	TIMP2	1
hsa-miR-519b-3p	NBEA	1
hsa-miR-519b-3p	CENPO	1
hsa-miR-519b-3p	RRAGD	1
hsa-miR-519b-3p	OCRL	1
hsa-miR-519b-3p	YTHDF2	1
hsa-miR-519b-3p	ANKRD13B	1
hsa-miR-519b-3p	REPS2	1
hsa-miR-519b-3p	NAV2	1
hsa-miR-519b-3p	RASGEF1A	1
hsa-miR-519b-3p	NFAT5	1
hsa-miR-519b-3p	TMEM64	1
hsa-miR-519b-3p	UBTF	1
hsa-miR-519b-3p	VGLL3	1
hsa-miR-519b-3p	SOX5	1
hsa-miR-519b-3p	MYNN	1
hsa-miR-519b-3p	POLE4	1
hsa-miR-519b-3p	GATAD2B	1
hsa-miR-519b-3p	SMAD7	1
hsa-miR-519b-3p	ESR1	1
hsa-miR-519b-3p	HADHB	1
hsa-miR-519b-3p	RNF2	1
hsa-miR-519b-3p	KMT2B	1
hsa-miR-519b-3p	CEP97	1
hsa-miR-519b-3p	RAB11FIP4	1
hsa-miR-519b-3p	SALL3	1
hsa-miR-519b-3p	LZIC	1
hsa-miR-519b-3p	NFIA	1
hsa-miR-519b-3p	CDADC1	1
hsa-miR-519b-3p	PXYLP1	1
hsa-miR-519b-3p	STC1	1
hsa-miR-519b-3p	MBNL3	1
hsa-miR-519b-3p	RACGAP1	1
hsa-miR-519b-3p	KCNB1	1
hsa-miR-519b-3p	APCDD1	1
hsa-miR-519b-3p	PRDM6	1
hsa-miR-519b-3p	MMP2	1
hsa-miR-519b-3p	LEFTY1	1
hsa-miR-519b-3p	GNPTAB	1
hsa-miR-519b-3p	IGF1	1
hsa-miR-519b-3p	CLIP4	1
hsa-miR-519b-3p	PGM2L1	1
hsa-miR-519b-3p	SOBP	1
hsa-miR-519b-5p	ATP11A	1
hsa-miR-519b-5p	CDC5L	1
hsa-miR-519b-5p	LCP1	1
hsa-miR-519b-5p	CBX4	1
hsa-miR-519b-5p	SLC31A1	1
hsa-miR-519b-5p	BCL2L2	1
hsa-miR-519b-5p	FUT1	1
hsa-miR-519b-5p	IPO9	1
hsa-miR-519b-5p	TEF	1
hsa-miR-519b-5p	MYO5A	1
hsa-miR-519b-5p	TJAP1	1
hsa-miR-519b-5p	BEND4	1
hsa-miR-519c-3p	PTH	1
hsa-miR-519c-3p	HMGB3	1
hsa-miR-519c-3p	KBTBD6	1
hsa-miR-519c-3p	MAPK1	1
hsa-miR-519c-3p	CSDE1	1
hsa-miR-519c-3p	CD69	1
hsa-miR-519c-3p	SPRY4	1
hsa-miR-519c-3p	HSPA13	1
hsa-miR-519c-3p	PTPN4	1
hsa-miR-519c-3p	CMPK1	1
hsa-miR-519c-3p	GOLGA1	1
hsa-miR-519c-3p	ZDHHC1	1
hsa-miR-519c-3p	FASTK	1
hsa-miR-519c-3p	SLC17A6	1
hsa-miR-519c-3p	CTSK	1
hsa-miR-519c-3p	KCNJ10	1
hsa-miR-519c-3p	VANGL1	1
hsa-miR-519c-3p	NAGK	1
hsa-miR-519c-3p	ATG2B	1
hsa-miR-519c-3p	GRK3	1
hsa-miR-519c-3p	AFF1	1
hsa-miR-519c-3p	CHD5	1
hsa-miR-519c-3p	TRIM37	1
hsa-miR-519c-3p	RFX3	1
hsa-miR-519c-3p	PCDHA4	1
hsa-miR-519c-3p	FGF4	1
hsa-miR-519c-3p	FANCM	1
hsa-miR-519c-3p	CERCAM	1
hsa-miR-519c-3p	LAPTM4A	1
hsa-miR-519c-3p	KLHL20	1
hsa-miR-519c-3p	MAP1B	1
hsa-miR-519c-3p	DCBLD2	1
hsa-miR-519c-3p	HEG1	1
hsa-miR-519c-3p	ARHGAP1	1
hsa-miR-519c-3p	PDE3B	1
hsa-miR-519c-3p	VASH2	1
hsa-miR-519c-3p	CPEB2	1
hsa-miR-519c-3p	DNAJB9	1
hsa-miR-519c-3p	JAK1	1
hsa-miR-519c-3p	NR1D1	1
hsa-miR-519c-3p	ANKFY1	1
hsa-miR-519c-3p	BMPR2	1
hsa-miR-519c-3p	PCDHB4	1
hsa-miR-519c-3p	RAPGEF4	1
hsa-miR-519c-3p	NIPA1	1
hsa-miR-519c-3p	PLEKHA3	1
hsa-miR-519c-3p	UBE3A	1
hsa-miR-519c-3p	SAMD8	1
hsa-miR-519c-3p	TFAP4	1
hsa-miR-519c-3p	NEUROG2	1
hsa-miR-519c-3p	JPH1	1
hsa-miR-519c-3p	WDR20	1
hsa-miR-519c-3p	TOPORS	1
hsa-miR-519c-3p	NIN	1
hsa-miR-519c-3p	TNKS1BP1	1
hsa-miR-519c-3p	CASD1	1
hsa-miR-519c-3p	GLS	1
hsa-miR-519c-3p	LCLAT1	1
hsa-miR-519c-3p	EGR2	1
hsa-miR-519c-3p	HOXD8	1
hsa-miR-519c-3p	ATP12A	1
hsa-miR-519c-3p	PEX5L	1
hsa-miR-519c-3p	RNF128	1
hsa-miR-519c-3p	KCNMA1	1
hsa-miR-519c-3p	ASXL2	1
hsa-miR-519c-3p	IQSEC2	1
hsa-miR-519c-3p	PIK3AP1	1
hsa-miR-519c-3p	MAP3K5	1
hsa-miR-519c-3p	SSH2	1
hsa-miR-519c-3p	LRP4	1
hsa-miR-519c-3p	KLF9	1
hsa-miR-519c-3p	BLCAP	1
hsa-miR-519c-3p	NCOA3	1
hsa-miR-519c-3p	PIGA	1
hsa-miR-519c-3p	FAM78A	1
hsa-miR-519c-3p	ZBTB18	1
hsa-miR-519c-3p	COL4A3	1
hsa-miR-519c-3p	COX8C	1
hsa-miR-519c-3p	BOC	1
hsa-miR-519c-3p	FJX1	1
hsa-miR-519c-3p	TAOK1	1
hsa-miR-519c-3p	PPTC7	1
hsa-miR-519c-3p	SGMS1	1
hsa-miR-519c-3p	MARK2	1
hsa-miR-519c-3p	TNFSF11	1
hsa-miR-519c-3p	MED12L	1
hsa-miR-519c-3p	FOXF2	1
hsa-miR-519c-3p	CCDC71L	1
hsa-miR-519c-3p	FYCO1	1
hsa-miR-519c-3p	DDX5	1
hsa-miR-519c-3p	SLAIN2	1
hsa-miR-519c-3p	PITPNA	1
hsa-miR-519c-3p	R3HDM1	1
hsa-miR-519c-3p	MAPRE1	1
hsa-miR-519c-3p	NKIRAS1	1
hsa-miR-519c-3p	PCDH20	1
hsa-miR-519c-3p	SHANK2	1
hsa-miR-519c-3p	CDKN1A	1
hsa-miR-519c-3p	GAB1	1
hsa-miR-519c-3p	ENPP5	1
hsa-miR-519c-3p	ZFP91	1
hsa-miR-519c-3p	E2F1	1
hsa-miR-519c-3p	KBTBD8	1
hsa-miR-519c-3p	ETNK1	1
hsa-miR-519c-3p	SMOC2	1
hsa-miR-519c-3p	POLQ	1
hsa-miR-519c-3p	EPC2	1
hsa-miR-519c-3p	NRBP1	1
hsa-miR-519c-3p	ANKRD33B	1
hsa-miR-519c-3p	CDC37L1	1
hsa-miR-519c-3p	CUL3	1
hsa-miR-519c-3p	RAP2C	1
hsa-miR-519c-3p	GZMK	1
hsa-miR-519c-3p	ZNF652	1
hsa-miR-519c-3p	CALD1	1
hsa-miR-519c-3p	KCNA1	1
hsa-miR-519c-3p	PKIA	1
hsa-miR-519c-3p	FOXJ3	1
hsa-miR-519c-3p	PTPRD	1
hsa-miR-519c-3p	EREG	1
hsa-miR-519c-3p	ROCK2	1
hsa-miR-519c-3p	BTG3	1
hsa-miR-519c-3p	CSRNP3	1
hsa-miR-519c-3p	ZNFX1	1
hsa-miR-519c-3p	HIF1A	1
hsa-miR-519c-3p	KIF5C	1
hsa-miR-519c-3p	BTG1	1
hsa-miR-519c-3p	AKT3	1
hsa-miR-519c-3p	RPA2	1
hsa-miR-519c-3p	CRY2	1
hsa-miR-519c-3p	MAP7	1
hsa-miR-519c-3p	SMOC1	1
hsa-miR-519c-3p	ABCG4	1
hsa-miR-519c-3p	FRS2	1
hsa-miR-519c-3p	BHLHE41	1
hsa-miR-519c-3p	FBXW11	1
hsa-miR-519c-3p	IER3IP1	1
hsa-miR-519c-3p	HS3ST5	1
hsa-miR-519c-3p	PPP1R15B	1
hsa-miR-519c-3p	FMR1	1
hsa-miR-519c-3p	EPHA4	1
hsa-miR-519c-3p	FGF9	1
hsa-miR-519c-3p	CREB5	1
hsa-miR-519c-3p	RLIM	1
hsa-miR-519c-3p	USP3	1
hsa-miR-519c-3p	CASP8	1
hsa-miR-519c-3p	STAG1	1
hsa-miR-519c-3p	PFN2	1
hsa-miR-519c-3p	KIAA1191	1
hsa-miR-519c-3p	PURB	1
hsa-miR-519c-3p	THRA	1
hsa-miR-519c-3p	BMT2	1
hsa-miR-519c-3p	ATP6V1C1	1
hsa-miR-519c-3p	IRF2	1
hsa-miR-519c-3p	ERBB3	1
hsa-miR-519c-3p	INO80D	1
hsa-miR-519c-3p	CAMSAP1	1
hsa-miR-519c-3p	MCC	1
hsa-miR-519c-3p	TNFRSF21	1
hsa-miR-519c-3p	PSD	1
hsa-miR-519c-3p	ELK3	1
hsa-miR-519c-3p	PARP1	1
hsa-miR-519c-3p	RUFY2	1
hsa-miR-519c-3p	ICMT	1
hsa-miR-519c-3p	MSMO1	1
hsa-miR-519c-3p	SMAD4	1
hsa-miR-519c-3p	ZDHHC9	1
hsa-miR-519c-3p	MECP2	1
hsa-miR-519c-3p	FBXL5	1
hsa-miR-519c-3p	PIGM	1
hsa-miR-519c-3p	CREBRF	1
hsa-miR-519c-3p	ITPR1	1
hsa-miR-519c-3p	BICD2	1
hsa-miR-519c-3p	TMEM168	1
hsa-miR-519c-3p	MSTO1	1
hsa-miR-519c-3p	HBP1	1
hsa-miR-519c-3p	NFIB	1
hsa-miR-519c-3p	DUSP8	1
hsa-miR-519c-3p	CLCN3	1
hsa-miR-519c-3p	LRPAP1	1
hsa-miR-519c-3p	PAPOLA	1
hsa-miR-519c-3p	SLC12A7	1
hsa-miR-519c-3p	TMTC1	1
hsa-miR-519c-3p	EGLN3	1
hsa-miR-519c-3p	MIGA2	1
hsa-miR-519c-3p	NUFIP2	1
hsa-miR-519c-3p	SCAMP2	1
hsa-miR-519c-3p	IKZF2	1
hsa-miR-519c-3p	PCDHA2	1
hsa-miR-519c-3p	ARHGAP24	1
hsa-miR-519c-3p	FILIP1L	1
hsa-miR-519c-3p	KPNA3	1
hsa-miR-519c-3p	DMRT3	1
hsa-miR-519c-3p	STXBP5L	1
hsa-miR-519c-3p	PIP4K2C	1
hsa-miR-519c-3p	ITGB4	1
hsa-miR-519c-3p	TMEM50B	1
hsa-miR-519c-3p	ATP6V0E1	1
hsa-miR-519c-3p	MTMR4	1
hsa-miR-519c-3p	PXK	1
hsa-miR-519c-3p	AHCTF1	1
hsa-miR-519c-3p	AKTIP	1
hsa-miR-519c-3p	DAZAP2	1
hsa-miR-519c-3p	RDH11	1
hsa-miR-519c-3p	ABHD3	1
hsa-miR-519c-3p	BAHD1	1
hsa-miR-519c-3p	CNOT7	1
hsa-miR-519c-3p	NR2C2	1
hsa-miR-519c-3p	LIMA1	1
hsa-miR-519c-3p	ZFPM2	1
hsa-miR-519c-3p	RASL11B	1
hsa-miR-519c-3p	E2F2	1
hsa-miR-519c-3p	ARHGAP12	1
hsa-miR-519c-3p	PER1	1
hsa-miR-519c-3p	F3	1
hsa-miR-519c-3p	COX10	1
hsa-miR-519c-3p	STX6	1
hsa-miR-519c-3p	SCN2B	1
hsa-miR-519c-3p	KRT23	1
hsa-miR-519c-3p	RIT1	1
hsa-miR-519c-3p	WASL	1
hsa-miR-519c-3p	EEA1	1
hsa-miR-519c-3p	RAN	1
hsa-miR-519c-3p	NACC2	1
hsa-miR-519c-3p	NR2F2	1
hsa-miR-519c-3p	BTBD7	1
hsa-miR-519c-3p	CFL2	1
hsa-miR-519c-3p	WEE1	1
hsa-miR-519c-3p	MAVS	1
hsa-miR-519c-3p	STYX	1
hsa-miR-519c-3p	ACTL6A	1
hsa-miR-519c-3p	SORL1	1
hsa-miR-519c-3p	GOSR1	1
hsa-miR-519c-3p	ATL3	1
hsa-miR-519c-3p	SH3TC2	1
hsa-miR-519c-3p	KBTBD2	1
hsa-miR-519c-3p	MBNL1	1
hsa-miR-519c-3p	PPP1R21	1
hsa-miR-519c-3p	CAMTA1	1
hsa-miR-519c-3p	BNC2	1
hsa-miR-519c-3p	VLDLR	1
hsa-miR-519c-3p	CAMSAP2	1
hsa-miR-519c-3p	DPYSL2	1
hsa-miR-519c-3p	YWHAG	1
hsa-miR-519c-3p	SATB2	1
hsa-miR-519c-3p	SALL1	1
hsa-miR-519c-3p	KLF12	1
hsa-miR-519c-3p	FCHO2	1
hsa-miR-519c-3p	MAB21L1	1
hsa-miR-519c-3p	HNRNPUL1	1
hsa-miR-519c-3p	MAP2	1
hsa-miR-519c-3p	HAS3	1
hsa-miR-519c-3p	ZBTB5	1
hsa-miR-519c-3p	SOCS6	1
hsa-miR-519c-3p	PPP1R9A	1
hsa-miR-519c-3p	BANK1	1
hsa-miR-519c-3p	ANKH	1
hsa-miR-519c-3p	SUMF1	1
hsa-miR-519c-3p	TM2D2	1
hsa-miR-519c-3p	PDZD11	1
hsa-miR-519c-3p	SLITRK3	1
hsa-miR-519c-3p	DIP2A	1
hsa-miR-519c-3p	BRMS1L	1
hsa-miR-519c-3p	JAKMIP1	1
hsa-miR-519c-3p	ATXN7L1	1
hsa-miR-519c-3p	CDK2	1
hsa-miR-519c-3p	TOX3	1
hsa-miR-519c-3p	SH3PXD2A	1
hsa-miR-519c-3p	LASP1	1
hsa-miR-519c-3p	IRF2BP2	1
hsa-miR-519c-3p	ABT1	1
hsa-miR-519c-3p	CASP2	1
hsa-miR-519c-3p	LDLR	1
hsa-miR-519c-3p	CHD9	1
hsa-miR-519c-3p	FAM13A	1
hsa-miR-519c-3p	PGM5	1
hsa-miR-519c-3p	HPS5	1
hsa-miR-519c-3p	SNX16	1
hsa-miR-519c-3p	SLC25A12	1
hsa-miR-519c-3p	NEUROG1	1
hsa-miR-519c-3p	SACS	1
hsa-miR-519c-3p	CEP70	1
hsa-miR-519c-3p	RASD1	1
hsa-miR-519c-3p	KLHL28	1
hsa-miR-519c-3p	CLEC12B	1
hsa-miR-519c-3p	ZNF367	1
hsa-miR-519c-3p	SASH1	1
hsa-miR-519c-3p	KIF23	1
hsa-miR-519c-3p	RAB10	1
hsa-miR-519c-3p	ARHGEF11	1
hsa-miR-519c-3p	FAM126B	1
hsa-miR-519c-3p	ZNF333	1
hsa-miR-519c-3p	EPHA5	1
hsa-miR-519c-3p	SPTY2D1	1
hsa-miR-519c-3p	KREMEN1	1
hsa-miR-519c-3p	STAT3	1
hsa-miR-519c-3p	CELSR2	1
hsa-miR-519c-3p	SOCS7	1
hsa-miR-519c-3p	RAB5B	1
hsa-miR-519c-3p	SLAIN1	1
hsa-miR-519c-3p	NF1	1
hsa-miR-519c-3p	SOX4	1
hsa-miR-519c-3p	COL4A4	1
hsa-miR-519c-3p	DICER1	1
hsa-miR-519c-3p	PKNOX1	1
hsa-miR-519c-3p	PLCB1	1
hsa-miR-519c-3p	ZFAND4	1
hsa-miR-519c-3p	MYT1L	1
hsa-miR-519c-3p	CIT	1
hsa-miR-519c-3p	LMX1A	1
hsa-miR-519c-3p	GBF1	1
hsa-miR-519c-3p	GPR158	1
hsa-miR-519c-3p	HOXB3	1
hsa-miR-519c-3p	UBN2	1
hsa-miR-519c-3p	RPS6KA5	1
hsa-miR-519c-3p	LARP4	1
hsa-miR-519c-3p	CABLES1	1
hsa-miR-519c-3p	LRP1B	1
hsa-miR-519c-3p	CXCL12	1
hsa-miR-519c-3p	SCN1A	1
hsa-miR-519c-3p	STK17B	1
hsa-miR-519c-3p	PRRG4	1
hsa-miR-519c-3p	G3BP2	1
hsa-miR-519c-3p	ZBTB4	1
hsa-miR-519c-3p	ERBB4	1
hsa-miR-519c-3p	NHLH2	1
hsa-miR-519c-3p	SCAMP5	1
hsa-miR-519c-3p	MAP3K12	1
hsa-miR-519c-3p	MIER3	1
hsa-miR-519c-3p	COX7A2L	1
hsa-miR-519c-3p	PTEN	1
hsa-miR-519c-3p	HAS2	1
hsa-miR-519c-3p	DNAJC16	1
hsa-miR-519c-3p	MAN1C1	1
hsa-miR-519c-3p	SLC17A7	1
hsa-miR-519c-3p	SMAD5	1
hsa-miR-519c-3p	FNBP1L	1
hsa-miR-519c-3p	PDGFB	1
hsa-miR-519c-3p	INTS6	1
hsa-miR-519c-3p	PDRG1	1
hsa-miR-519c-3p	KIF13A	1
hsa-miR-519c-3p	UBXN2A	1
hsa-miR-519c-3p	ANK2	1
hsa-miR-519c-3p	TBC1D15	1
hsa-miR-519c-3p	WDFY3	1
hsa-miR-519c-3p	CPEB3	1
hsa-miR-519c-3p	HOXA3	1
hsa-miR-519c-3p	CYP3A43	1
hsa-miR-519c-3p	COL8A2	1
hsa-miR-519c-3p	NDEL1	1
hsa-miR-519c-3p	SHOC2	1
hsa-miR-519c-3p	PAFAH1B1	1
hsa-miR-519c-3p	RPS6KA3	1
hsa-miR-519c-3p	PCDHA6	1
hsa-miR-519c-3p	LIMK1	1
hsa-miR-519c-3p	RNF145	1
hsa-miR-519c-3p	MON2	1
hsa-miR-519c-3p	GJA1	1
hsa-miR-519c-3p	ZNF236	1
hsa-miR-519c-3p	MAP3K3	1
hsa-miR-519c-3p	GPR137C	1
hsa-miR-519c-3p	IGF2BP1	1
hsa-miR-519c-3p	PKD2	1
hsa-miR-519c-3p	ZBTB41	1
hsa-miR-519c-3p	SRSF2	1
hsa-miR-519c-3p	ADIPOR2	1
hsa-miR-519c-3p	EIF5A2	1
hsa-miR-519c-3p	ATM	1
hsa-miR-519c-3p	CPEB1	1
hsa-miR-519c-3p	HSPA8	1
hsa-miR-519c-3p	IFNAR2	1
hsa-miR-519c-3p	ACSL4	1
hsa-miR-519c-3p	RAB8A	1
hsa-miR-519c-3p	LPA	1
hsa-miR-519c-3p	IL1RAP	1
hsa-miR-519c-3p	PPP6R3	1
hsa-miR-519c-3p	GLCE	1
hsa-miR-519c-3p	ADARB2	1
hsa-miR-519c-3p	ZFYVE9	1
hsa-miR-519c-3p	POU2F1	1
hsa-miR-519c-3p	MAP3K9	1
hsa-miR-519c-3p	NRSN1	1
hsa-miR-519c-3p	TRIM3	1
hsa-miR-519c-3p	PRR14L	1
hsa-miR-519c-3p	SMARCC2	1
hsa-miR-519c-3p	CCND2	1
hsa-miR-519c-3p	HIVEP2	1
hsa-miR-519c-3p	ABCD2	1
hsa-miR-519c-3p	KCNN2	1
hsa-miR-519c-3p	TSG101	1
hsa-miR-519c-3p	MCM7	1
hsa-miR-519c-3p	AGTPBP1	1
hsa-miR-519c-3p	HAND2	1
hsa-miR-519c-3p	SPOPL	1
hsa-miR-519c-3p	MEX3D	1
hsa-miR-519c-3p	ZNF704	1
hsa-miR-519c-3p	PLAG1	1
hsa-miR-519c-3p	BTF3L4	1
hsa-miR-519c-3p	DYNC1LI2	1
hsa-miR-519c-3p	FRMD6	1
hsa-miR-519c-3p	EMSY	1
hsa-miR-519c-3p	KATNAL1	1
hsa-miR-519c-3p	WNK3	1
hsa-miR-519c-3p	SNX5	1
hsa-miR-519c-3p	TRIP10	1
hsa-miR-519c-3p	DLG5	1
hsa-miR-519c-3p	RTN1	1
hsa-miR-519c-3p	HABP4	1
hsa-miR-519c-3p	HECA	1
hsa-miR-519c-3p	MASTL	1
hsa-miR-519c-3p	ZFHX3	1
hsa-miR-519c-3p	L3MBTL3	1
hsa-miR-519c-3p	KLF10	1
hsa-miR-519c-3p	MXD1	1
hsa-miR-519c-3p	GRAMD1A	1
hsa-miR-519c-3p	C18orf25	1
hsa-miR-519c-3p	BTBD10	1
hsa-miR-519c-3p	CA10	1
hsa-miR-519c-3p	UXS1	1
hsa-miR-519c-3p	EIF4G2	1
hsa-miR-519c-3p	U2SURP	1
hsa-miR-519c-3p	FOXP1	1
hsa-miR-519c-3p	ARID4B	1
hsa-miR-519c-3p	MAP3K2	1
hsa-miR-519c-3p	TLX1	1
hsa-miR-519c-3p	SLC35F3	1
hsa-miR-519c-3p	PRR15	1
hsa-miR-519c-3p	SLC40A1	1
hsa-miR-519c-3p	PRDM16	1
hsa-miR-519c-3p	CNOT4	1
hsa-miR-519c-3p	MAPK6	1
hsa-miR-519c-3p	GRB10	1
hsa-miR-519c-3p	PHTF2	1
hsa-miR-519c-3p	ARID4A	1
hsa-miR-519c-3p	GABBR2	1
hsa-miR-519c-3p	TGFBR2	1
hsa-miR-519c-3p	SOS1	1
hsa-miR-519c-3p	NHLH1	1
hsa-miR-519c-3p	MACROD2	1
hsa-miR-519c-3p	RPRD2	1
hsa-miR-519c-3p	TANC2	1
hsa-miR-519c-3p	GDA	1
hsa-miR-519c-3p	TSPAN9	1
hsa-miR-519c-3p	GRM7	1
hsa-miR-519c-3p	DEDD	1
hsa-miR-519c-3p	FZD6	1
hsa-miR-519c-3p	SEMA4B	1
hsa-miR-519c-3p	FOXA1	1
hsa-miR-519c-3p	RB1	1
hsa-miR-519c-3p	SRGAP3	1
hsa-miR-519c-3p	PDGFRA	1
hsa-miR-519c-3p	FAM216B	1
hsa-miR-519c-3p	PRRX1	1
hsa-miR-519c-3p	RORB	1
hsa-miR-519c-3p	NPAS2	1
hsa-miR-519c-3p	HEY2	1
hsa-miR-519c-3p	RBBP6	1
hsa-miR-519c-3p	BRWD1	1
hsa-miR-519c-3p	NDUFAF3	1
hsa-miR-519c-3p	TMEM127	1
hsa-miR-519c-3p	MIDN	1
hsa-miR-519c-3p	USP32	1
hsa-miR-519c-3p	OSM	1
hsa-miR-519c-3p	BBX	1
hsa-miR-519c-3p	PRKAA1	1
hsa-miR-519c-3p	DAD1	1
hsa-miR-519c-3p	YES1	1
hsa-miR-519c-3p	NPAT	1
hsa-miR-519c-3p	RORC	1
hsa-miR-519c-3p	DNM2	1
hsa-miR-519c-3p	CEP57	1
hsa-miR-519c-3p	BNC1	1
hsa-miR-519c-3p	ANKRD29	1
hsa-miR-519c-3p	PPP3CA	1
hsa-miR-519c-3p	USP28	1
hsa-miR-519c-3p	NABP1	1
hsa-miR-519c-3p	C5	1
hsa-miR-519c-3p	CAPRIN2	1
hsa-miR-519c-3p	SESN3	1
hsa-miR-519c-3p	MAPRE3	1
hsa-miR-519c-3p	SEMA7A	1
hsa-miR-519c-3p	EIF5	1
hsa-miR-519c-3p	TESK2	1
hsa-miR-519c-3p	TIMP2	1
hsa-miR-519c-3p	NBEA	1
hsa-miR-519c-3p	CENPO	1
hsa-miR-519c-3p	RRAGD	1
hsa-miR-519c-3p	OCRL	1
hsa-miR-519c-3p	YTHDF2	1
hsa-miR-519c-3p	ANKRD13B	1
hsa-miR-519c-3p	REPS2	1
hsa-miR-519c-3p	NAV2	1
hsa-miR-519c-3p	RASGEF1A	1
hsa-miR-519c-3p	NFAT5	1
hsa-miR-519c-3p	TMEM64	1
hsa-miR-519c-3p	UBTF	1
hsa-miR-519c-3p	VGLL3	1
hsa-miR-519c-3p	SOX5	1
hsa-miR-519c-3p	MYNN	1
hsa-miR-519c-3p	PARD6B	1
hsa-miR-519c-3p	POLE4	1
hsa-miR-519c-3p	LPGAT1	1
hsa-miR-519c-3p	GATAD2B	1
hsa-miR-519c-3p	SMAD7	1
hsa-miR-519c-3p	ESR1	1
hsa-miR-519c-3p	HADHB	1
hsa-miR-519c-3p	RNF2	1
hsa-miR-519c-3p	KMT2B	1
hsa-miR-519c-3p	CEP97	1
hsa-miR-519c-3p	RAB11FIP4	1
hsa-miR-519c-3p	SALL3	1
hsa-miR-519c-3p	LZIC	1
hsa-miR-519c-3p	NFIA	1
hsa-miR-519c-3p	CDADC1	1
hsa-miR-519c-3p	PXYLP1	1
hsa-miR-519c-3p	STC1	1
hsa-miR-519c-3p	MBNL3	1
hsa-miR-519c-3p	RACGAP1	1
hsa-miR-519c-3p	KCNB1	1
hsa-miR-519c-3p	APCDD1	1
hsa-miR-519c-3p	PRDM6	1
hsa-miR-519c-3p	MMP2	1
hsa-miR-519c-3p	LEFTY1	1
hsa-miR-519c-3p	GNPTAB	1
hsa-miR-519c-3p	IGF1	1
hsa-miR-519c-3p	CLIP4	1
hsa-miR-519c-3p	PGM2L1	1
hsa-miR-519c-3p	SOBP	1
hsa-miR-519c-5p	ATP11A	1
hsa-miR-519c-5p	CDC5L	1
hsa-miR-519c-5p	LCP1	1
hsa-miR-519c-5p	CBX4	1
hsa-miR-519c-5p	SLC31A1	1
hsa-miR-519c-5p	BCL2L2	1
hsa-miR-519c-5p	FUT1	1
hsa-miR-519c-5p	IPO9	1
hsa-miR-519c-5p	TEF	1
hsa-miR-519c-5p	MYO5A	1
hsa-miR-519c-5p	TJAP1	1
hsa-miR-519c-5p	BEND4	1
hsa-miR-519d-3p	MAPK1	1
hsa-miR-519d-3p	CSDE1	1
hsa-miR-519d-3p	PTPN4	1
hsa-miR-519d-3p	C14orf28	1
hsa-miR-519d-3p	ZC3H12C	1
hsa-miR-519d-3p	PTGFRN	1
hsa-miR-519d-3p	ASB1	1
hsa-miR-519d-3p	AFF1	1
hsa-miR-519d-3p	VPS26A	1
hsa-miR-519d-3p	AAK1	1
hsa-miR-519d-3p	PIP4K2A	1
hsa-miR-519d-3p	GINS4	1
hsa-miR-519d-3p	RAPGEF4	1
hsa-miR-519d-3p	BMPR2	1
hsa-miR-519d-3p	E2F5	1
hsa-miR-519d-3p	UBR5	1
hsa-miR-519d-3p	KCNJ8	1
hsa-miR-519d-3p	NCOA3	1
hsa-miR-519d-3p	ZBTB18	1
hsa-miR-519d-3p	ANKIB1	1
hsa-miR-519d-3p	DDX5	1
hsa-miR-519d-3p	PITPNA	1
hsa-miR-519d-3p	SLC16A9	1
hsa-miR-519d-3p	ZNF652	1
hsa-miR-519d-3p	FOXJ3	1
hsa-miR-519d-3p	ZNF202	1
hsa-miR-519d-3p	MAP7	1
hsa-miR-519d-3p	FRS2	1
hsa-miR-519d-3p	SERF1A	1
hsa-miR-519d-3p	RLIM	1
hsa-miR-519d-3p	USP3	1
hsa-miR-519d-3p	PURB	1
hsa-miR-519d-3p	NRIP3	1
hsa-miR-519d-3p	RCCD1	1
hsa-miR-519d-3p	GDF11	1
hsa-miR-519d-3p	SLC7A11	1
hsa-miR-519d-3p	PCMTD1	1
hsa-miR-519d-3p	NFIB	1
hsa-miR-519d-3p	DNM1L	1
hsa-miR-519d-3p	LRPAP1	1
hsa-miR-519d-3p	SSX2IP	1
hsa-miR-519d-3p	BCL2L11	1
hsa-miR-519d-3p	M6PR	1
hsa-miR-519d-3p	TTPAL	1
hsa-miR-519d-3p	AKTIP	1
hsa-miR-519d-3p	UBE2Q2	1
hsa-miR-519d-3p	SQSTM1	1
hsa-miR-519d-3p	BTBD7	1
hsa-miR-519d-3p	MAVS	1
hsa-miR-519d-3p	ATL3	1
hsa-miR-519d-3p	PPP3R1	1
hsa-miR-519d-3p	ANKRD52	1
hsa-miR-519d-3p	CAMTA1	1
hsa-miR-519d-3p	C3orf38	1
hsa-miR-519d-3p	CCP110	1
hsa-miR-519d-3p	TCF4	1
hsa-miR-519d-3p	SACS	1
